Scenario,Region,Variable,Type,Year,Value,Unit
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2009,550,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2010,843.9148,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2011,1088.819,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2012,1232.854,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2013,1613.836,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2014,943.5151,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2015,925.3077,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2016,1348.407,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2017,1705.731,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2018,1627.51,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2019,1511.069,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2020,1162.748,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2021,1243.707,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2022,1243.698,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2023,1243.666,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2024,1286.711,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2025,1329.184,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2026,1328.996,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2027,1328.961,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2028,1328.924,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2029,1328.873,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2030,1328.806,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2031,1328.753,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2032,1328.717,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2033,1328.672,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2034,1328.597,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2035,1328.488,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2036,1369.343,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2037,1409.91,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2038,1449.497,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2039,1489.653,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2040,1528.805,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2041,1528.489,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2042,1528.137,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2043,1527.725,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2044,1527.267,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2045,1526.701,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2046,1562.609,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2047,1561.767,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2048,1560.765,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2049,1559.508,GWh
Evolving Policies,Quebec,Biomass / Geothermal,Primary Fuel,2050,1557.925,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2005,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2006,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2007,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2008,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2009,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2010,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2011,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2012,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2013,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2014,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2015,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2016,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2017,0,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2018,123,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2019,109,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2020,109.0005,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2021,109.0005,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2022,108.9997,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2023,196.5993,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2024,196.5996,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2025,196.5998,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2026,199.2626,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2027,199.2633,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2028,199.2628,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2029,199.2629,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2030,190.6014,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2031,182.4819,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2032,169.3089,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2033,168.1128,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2034,162.6694,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035,161.2298,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2036,163.1852,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2037,162.6993,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2038,145.748,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2039,145.6418,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2040,132.7748,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2041,132.9141,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2042,126.2944,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2043,126.7022,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2044,120.1732,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2045,120.17,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2046,114.5848,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2047,115.4104,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2048,110.5799,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2049,111.61,GWh
Evolving Policies,Saskatchewan,Biomass / Geothermal,Primary Fuel,2050,112.7433,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2005,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2006,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2007,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2008,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2009,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2010,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2011,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2012,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2013,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2014,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2015,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2016,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2017,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2018,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2019,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2020,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2021,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2022,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2023,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2024,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2025,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2026,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2027,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2028,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2029,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2030,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2031,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2032,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2033,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2034,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2035,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2036,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2037,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2038,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2039,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2040,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2041,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2042,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2043,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2044,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2045,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2046,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2047,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2048,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2049,0,GWh
Evolving Policies,Yukon,Biomass / Geothermal,Primary Fuel,2050,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2005,43581.072,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2006,44117.0422,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2007,43868.2321,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2008,42131.1027,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2009,40804.9994,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2010,37566.9127,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2011,38509.516,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2012,38070.0618,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2013,38933.5149,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2014,43727.1827,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2015,38468.6818,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2016,38222.7515,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2017,36385.0925,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2018,28913.5878,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2019,27252.8376,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2020,23554.78,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2021,27816.82,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2022,11779.94,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2023,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2024,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2025,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2026,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2027,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2028,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2029,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2030,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2031,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2032,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2033,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2034,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2035,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2036,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2037,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2038,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2039,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2040,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2041,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2042,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2043,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2044,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2045,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2046,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2047,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2048,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2049,0,GWh
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2050,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2005,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2006,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2007,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2008,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2009,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2010,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2011,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2012,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2013,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2014,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2015,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2016,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2017,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2018,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2019,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2020,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2021,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2022,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2023,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2024,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2025,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2026,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2027,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2028,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2029,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2030,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2031,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2032,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2033,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2034,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2035,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2036,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2037,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2038,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2039,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2040,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2041,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2042,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2043,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2044,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2045,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2046,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2047,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2048,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2049,0,GWh
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2050,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2005,413.2573,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2006,316.9843,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2007,380.97,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2008,380.1849,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2009,137.7851,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2010,43.5731,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2011,48.7744,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2012,50.5408,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2013,64.182,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2014,67.6168,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2015,61.8267,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2016,27.4785,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2017,29.4413,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2018,4.9069,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2019,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2020,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2021,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2022,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2023,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2024,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2025,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2026,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2027,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2028,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2029,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2030,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2031,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2032,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2033,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2034,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2035,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2036,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2037,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2038,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2039,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2040,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2041,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2042,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2043,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2044,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2045,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2046,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2047,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2048,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2049,0,GWh
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2050,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2005,3101.052,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2006,3107.928,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2007,3093.977,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2008,3127.393,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2009,3123.341,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2010,2308.09,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2011,2613.6505,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2012,2110.2126,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2013,2612.516,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2014,3100.205,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2015,1734.2541,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2016,2206.1236,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2017,2106.7194,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2018,2351.7102,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2019,1831.1542,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2020,2138.6042,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2021,2138.6042,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2022,2138.6042,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2023,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2024,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2025,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2026,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2027,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2028,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2029,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2030,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2031,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2032,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2033,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2034,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2035,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2036,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2037,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2038,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2039,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2040,171.0884,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2041,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2042,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2043,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2044,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2045,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2046,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2047,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2048,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2049,0,GWh
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2050,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2005,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2006,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2007,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2008,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2009,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2010,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2011,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2012,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2013,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2014,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2015,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2016,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2017,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2018,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2019,0,GWh
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2020,0,GWh
