Scenario,Region,Variable,Year,Value,Sector,Unit
Current Policies,Alberta,Other Renewables and Landfill Gas,2025,241.7517,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2025,7.3514,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2025,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2025,12.5838,Primary Demand,Petajoules
Current Policies,Alberta,Total,2025,4658.2123,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2026,2941.5446,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2026,1427.1211,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2026,249.1683,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2026,7.3517,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2026,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2026,12.5902,Primary Demand,Petajoules
Current Policies,Alberta,Total,2026,4637.7759,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2027,2946.975,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2027,1414.231,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2027,262.7368,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2027,7.3517,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2027,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2027,12.5967,Primary Demand,Petajoules
Current Policies,Alberta,Total,2027,4643.8912,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2028,2947.9525,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2028,1401.0011,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2028,273.6462,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2028,7.3513,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2028,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2028,12.6022,Primary Demand,Petajoules
Current Policies,Alberta,Total,2028,4642.5533,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2029,2964.2215,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2029,1386.7253,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2029,286.354,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2029,7.3513,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2029,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2029,12.611,Primary Demand,Petajoules
Current Policies,Alberta,Total,2029,4657.2631,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2030,2949.3276,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2030,1368.8531,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2030,309.2876,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2030,7.3515,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2030,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2030,0.303,Primary Demand,Petajoules
Current Policies,Alberta,Total,2030,4635.1228,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2031,2955.7521,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2031,1366.7794,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2031,319.6966,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2031,6.1076,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2031,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2031,0.3101,Primary Demand,Petajoules
Current Policies,Alberta,Total,2031,4648.6458,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2032,2960.4323,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2032,1362.9482,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2032,331.8595,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2032,6.0705,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2032,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2032,0.3169,Primary Demand,Petajoules
Current Policies,Alberta,Total,2032,4661.6274,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2033,2957.9478,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2033,1357.3342,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2033,335.632,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2033,6.0653,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2033,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2033,0.3222,Primary Demand,Petajoules
Current Policies,Alberta,Total,2033,4657.3015,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2034,2963.0006,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2034,1354.2888,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2034,339.1925,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2034,6.0642,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2034,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2034,0.3287,Primary Demand,Petajoules
Current Policies,Alberta,Total,2034,4662.8748,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2035,2966.5712,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2035,1350.1544,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2035,340.5949,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2035,6.0551,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2035,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2035,0.3331,Primary Demand,Petajoules
Current Policies,Alberta,Total,2035,4663.7087,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2036,2964.2372,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2036,1346.265,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2036,343.7042,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2036,6.0502,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2036,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2036,0.3374,Primary Demand,Petajoules
Current Policies,Alberta,Total,2036,4660.594,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2037,2953.3433,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2037,1341.709,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2037,344.3592,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2037,6.2095,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2037,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2037,0.3412,Primary Demand,Petajoules
Current Policies,Alberta,Total,2037,4645.9622,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2038,2940.6544,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2038,1339.1131,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2038,346.8797,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2038,6.1106,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2038,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2038,0.3457,Primary Demand,Petajoules
Current Policies,Alberta,Total,2038,4633.1035,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2039,2932.9518,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2039,1337.3676,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2039,347.1279,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2039,6.0678,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2039,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2039,0.3507,Primary Demand,Petajoules
Current Policies,Alberta,Total,2039,4623.8658,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2040,2914.267,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2040,1335.87,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2040,350.5165,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2040,6.0835,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2040,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2040,0.3559,Primary Demand,Petajoules
Current Policies,Alberta,Total,2040,4607.0929,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2041,2914.3396,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2041,1335.4852,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2041,350.8099,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2041,6.1111,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2041,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2041,0.3615,Primary Demand,Petajoules
Current Policies,Alberta,Total,2041,4607.1073,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2042,2905.092,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2042,1335.7404,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2042,355.8651,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2042,5.9286,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2042,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2042,0.3671,Primary Demand,Petajoules
Current Policies,Alberta,Total,2042,4602.9932,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2043,2909.3209,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2043,1336.738,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2043,356.7336,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2043,5.904,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2043,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2043,0.3734,Primary Demand,Petajoules
Current Policies,Alberta,Total,2043,4609.0699,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2044,2903.6128,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2044,1338.3832,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2044,362.2691,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2044,5.8645,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2044,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2044,0.3803,Primary Demand,Petajoules
Current Policies,Alberta,Total,2044,4610.5099,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2045,2909.492,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2045,1339.8229,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2045,363.3421,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2045,5.8579,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2045,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2045,0.3871,Primary Demand,Petajoules
Current Policies,Alberta,Total,2045,4618.902,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2046,2904.8775,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2046,1341.4603,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2046,370.2492,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2046,5.8759,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2046,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2046,0.3942,Primary Demand,Petajoules
Current Policies,Alberta,Total,2046,4622.8571,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2047,2914.2357,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2047,1343.7149,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2047,370.8359,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2047,5.9087,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2047,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2047,0.4017,Primary Demand,Petajoules
Current Policies,Alberta,Total,2047,4635.0969,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2048,2912.8966,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2048,1347.0697,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2048,374.7567,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2048,5.8634,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2048,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2048,0.4102,Primary Demand,Petajoules
Current Policies,Alberta,Total,2048,4640.9966,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2049,2921.5857,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2049,1351.6698,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2049,373.4329,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2049,5.8624,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2049,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2049,0.4197,Primary Demand,Petajoules
Current Policies,Alberta,Total,2049,4652.9705,Primary Demand,Petajoules
Current Policies,Alberta,Natural Gas,2050,2936.1815,Primary Demand,Petajoules
Current Policies,Alberta,RPP,2050,1356.941,Primary Demand,Petajoules
Current Policies,Alberta,Other Renewables and Landfill Gas,2050,374.494,Primary Demand,Petajoules
Current Policies,Alberta,Hydro,2050,5.8831,Primary Demand,Petajoules
Current Policies,Alberta,Nuclear,2050,0,Primary Demand,Petajoules
Current Policies,Alberta,"Coal, Coke and Coke Oven Gas",2050,0.4296,Primary Demand,Petajoules
Current Policies,Alberta,Total,2050,4673.9292,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2005,381.3859,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2005,454.0213,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2005,327.8604,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2005,217.0774,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2005,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2005,13.0549,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2005,1393.3999,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2006,325.4895,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2006,457.7055,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2006,321.5433,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2006,193.9613,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2006,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2006,14.5979,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2006,1313.2975,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2007,336.5312,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2007,467.5311,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2007,310.8561,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2007,230.351,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2007,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2007,15.6459,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2007,1360.9153,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2008,346.666,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2008,462.9937,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2008,236.1729,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2008,210.5955,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2008,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2008,14.6761,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2008,1271.1042,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2009,333.9722,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2009,434.3572,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2009,222.7489,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2009,202.5812,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2009,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2009,11.3078,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2009,1204.9673,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2010,330.4414,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2010,453.9498,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2010,344.1073,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2010,194.2059,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2010,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2010,11.321,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2010,1334.0254,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2011,363.054,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2011,426.5861,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2011,315.3323,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2011,218.6789,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2011,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2011,11.339,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2011,1334.9903,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2012,372.0509,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2012,419.5882,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2012,326.3241,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2012,232.0107,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2012,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2012,7.731,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2012,1357.7049,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2013,380.0449,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2013,432.7525,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2013,321.625,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2013,211.1016,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2013,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2013,5.44,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2013,1350.964,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2014,380.1463,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2014,432.1421,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2014,332.7913,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2014,207.1671,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2014,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2014,6.691,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2014,1358.9378,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2015,355.0671,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2015,431.7934,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2015,373.559,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2015,233.8889,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2015,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2015,6.502,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2015,1400.8104,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2016,364.1573,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2016,463.4658,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2016,244.2932,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2016,222.5218,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2016,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2016,6.406,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2016,1300.8441,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2017,385.5406,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2017,479.4715,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2017,250.1643,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2017,239.3008,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2017,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2017,6.273,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2017,1360.7502,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2018,394.5048,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2018,524.7027,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2018,263.2721,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2018,222.3455,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2018,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2018,5.725,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2018,1410.5501,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2019,409.6201,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2019,513.4794,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2019,273.0455,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2019,201.896,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2019,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2019,6.585,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2019,1404.626,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2020,407.62,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2020,444.6027,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2020,241.6016,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2020,201.9645,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2020,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2020,6.0661,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2020,1301.8549,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2021,416.8504,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2021,486.3988,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2021,258.6125,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2021,201.9645,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2021,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2021,6.4213,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2021,1370.2475,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2022,421.8969,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2022,498.3665,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2022,266.8489,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2022,260.8309,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2022,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2022,6.6337,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2022,1454.5769,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2023,432.136,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2023,497.1276,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2023,279.2572,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2023,260.831,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2023,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2023,6.5148,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2023,1475.8666,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2024,444.5816,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2024,492.8682,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2024,292.9638,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2024,260.8308,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2024,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2024,6.1903,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2024,1497.4347,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2025,464.5956,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2025,488.6383,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2025,304.3642,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2025,279.2078,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2025,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2025,5.9444,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2025,1542.7503,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2026,487.9185,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2026,486.1479,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2026,317.612,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2026,279.2913,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2026,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2026,5.7481,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2026,1576.7178,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2027,489.6485,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2027,482.6565,Primary Demand,Petajoules
Current Policies,British Columbia,Other Renewables and Landfill Gas,2027,332.8545,Primary Demand,Petajoules
Current Policies,British Columbia,Hydro,2027,279.5421,Primary Demand,Petajoules
Current Policies,British Columbia,Nuclear,2027,0,Primary Demand,Petajoules
Current Policies,British Columbia,"Coal, Coke and Coke Oven Gas",2027,5.6913,Primary Demand,Petajoules
Current Policies,British Columbia,Total,2027,1590.3929,Primary Demand,Petajoules
Current Policies,British Columbia,Natural Gas,2028,479.1869,Primary Demand,Petajoules
Current Policies,British Columbia,RPP,2028,476.3487,Primary Demand,Petajoules
